source,player,pos,team,bye,pass_yds,pass_tds,pass_int,rush_yds,rush_tds,fumbles_lost,two_pts,rec,rec_yds,rec_tds,xp,fg_0019,fg_2029,fg_3039,fg_4049,fg_50,fg_miss,dst_sacks,dst_int,dst_fum_rec,dst_td,dst_safety,dst_blk,dst_forced_fumble,dst_pts_allowed
ESPN,Kyren Maye,WR,TB,14,0,0,0,1.709,0,0.293,0,4.501,65.719,0.243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Kyren Maye,WR,TB,14,0,0,0,1.712,0,0.44,0,2.865,41.804,0.331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Kyren Maye,WR,TB,14,0,0,0,1.588,0,0.478,0,3.398,43.698,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Kyren Maye,WR,TB,14,0,0,0,1.701,0,0.478,0,3.802,54.707,0.261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Kyren Maye,WR,TB,14,0,0,0,1.555,0,0.419,0,4.397,42.854,0.328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Roman Gibbs,WR,NO,7,0,0,0,1.382,0,0.494,0,3.458,63.988,0.279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Roman Gibbs,WR,NO,7,0,0,0,1.696,0,0.448,0,4.196,38.164,0.395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Roman Gibbs,WR,NO,7,0,0,0,2.09,0,0.526,0,3.786,48.863,0.367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Roman Gibbs,WR,NO,7,0,0,0,1.366,0,0.405,0,3.159,43.706,0.354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Roman Gibbs,WR,NO,7,0,0,0,1.498,0,0.36,0,3.773,49.84,0.305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Roman Gibbs,WR,NO,7,0,0,0,1.229,0,0.424,0,3.279,42.806,0.337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Drake Harrison,WR,NYJ,9,0,0,0,1.449,0,0.404,0,2.952,52.002,0.378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Drake Harrison,WR,NYJ,9,0,0,0,1.493,0,0.425,0,2.77,40.14,0.261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Drake Harrison,WR,NYJ,9,0,0,0,1.357,0,0.463,0,2.811,45.432,0.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Drake Harrison,WR,NYJ,9,0,0,0,0.99,0,0.479,0,3.565,40.242,0.283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Drake Harrison,WR,NYJ,9,0,0,0,1.658,0,0.346,0,3.131,49.198,0.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Drake Harrison,WR,NYJ,9,0,0,0,1.593,0,0.336,0,3.967,40.914,0.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Jonathon Mason,WR,SF,13,0,0,0,1.158,0,0.408,0,3.051,45.223,0.271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Jonathon Mason,WR,SF,13,0,0,0,1.223,0,0.547,0,3.144,37.872,0.231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Jonathon Mason,WR,SF,13,0,0,0,0.985,0,0.374,0,3.823,45.801,0.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Jonathon Mason,WR,SF,13,0,0,0,1.087,0,0.267,0,2.967,52.585,0.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Jonathon Mason,WR,SF,13,0,0,0,1.17,0,0.396,0,3.152,43.378,0.224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Jonathon Mason,WR,SF,13,0,0,0,1.284,0,0.469,0,2.533,48.363,0.207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Caleb Thomas,WR,DAL,13,0,0,0,1.044,0,0.423,0,3.086,45.087,0.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Caleb Thomas,WR,DAL,13,0,0,0,1.218,0,0.385,0,2.638,55.19,0.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Caleb Thomas,WR,DAL,13,0,0,0,1.009,0,0.456,0,2.855,45.248,0.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Caleb Thomas,WR,DAL,13,0,0,0,1.273,0,0.44,0,2.452,37.122,0.209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Caleb Thomas,WR,DAL,13,0,0,0,1.087,0,0.458,0,2.116,41.72,0.247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Caleb Thomas,WR,DAL,13,0,0,0,1.185,0,0.375,0,3.441,40.682,0.289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Bijan Allen,WR,NE,6,0,0,0,1.082,0,0.443,0,2.938,40.298,0.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Bijan Allen,WR,NE,6,0,0,0,1.075,0,0.501,0,1.993,45.337,0.155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Bijan Allen,WR,NE,6,0,0,0,0.843,0,0.364,0,2.123,31.323,0.198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Bijan Allen,WR,NE,6,0,0,0,0.951,0,0.444,0,2.603,35.36,0.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Bijan Allen,WR,NE,6,0,0,0,1.055,0,0.43,0,2.595,38.511,0.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Bijan Allen,WR,NE,6,0,0,0,1.165,0,0.419,0,2.283,44.833,0.169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Bo McConkey,WR,LAR,12,0,0,0,0.803,0,0.447,0,1.898,39.133,0.231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Bo McConkey,WR,LAR,12,0,0,0,1.183,0,0.419,0,2.121,34.738,0.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Bo McConkey,WR,LAR,12,0,0,0,0.916,0,0.392,0,2.307,27.017,0.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Bo McConkey,WR,LAR,12,0,0,0,0.904,0,0.457,0,2.196,36.388,0.193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Bo McConkey,WR,LAR,12,0,0,0,1.0,0,0.462,0,2.502,28.673,0.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Bo McConkey,WR,LAR,12,0,0,0,0.864,0,0.386,0,2.488,34.644,0.184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Marvin Swift,WR,DEN,14,0,0,0,0.872,0,0.314,0,1.834,26.073,0.174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Marvin Swift,WR,DEN,14,0,0,0,0.863,0,0.367,0,2.404,29.04,0.211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Marvin Swift,WR,DEN,14,0,0,0,0.911,0,0.361,0,2.009,29.381,0.205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Marvin Swift,WR,DEN,14,0,0,0,0.875,0,0.37,0,2.257,31.395,0.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Marvin Swift,WR,DEN,14,0,0,0,0.834,0,0.398,0,1.592,26.696,0.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Marvin Swift,WR,DEN,14,0,0,0,0.81,0,0.493,0,2.365,28.054,0.147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Kyren Daniels,WR,LAR,12,0,0,0,0.692,0,0.373,0,1.896,15.757,0.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Kyren Daniels,WR,LAR,12,0,0,0,0.841,0,0.406,0,1.578,23.909,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Kyren Daniels,WR,LAR,12,0,0,0,0.662,0,0.5,0,1.797,34.626,0.163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Kyren Daniels,WR,LAR,12,0,0,0,0.849,0,0.422,0,1.567,18.608,0.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Kyren Daniels,WR,LAR,12,0,0,0,0.585,0,0.351,0,1.882,28.55,0.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Kyren Daniels,WR,LAR,12,0,0,0,0.713,0,0.349,0,2.363,26.117,0.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Braelon Nabers,WR,DEN,14,0,0,0,0.575,0,0.324,0,1.776,22.791,0.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Braelon Nabers,WR,DEN,14,0,0,0,0.594,0,0.469,0,1.716,19.942,0.127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Braelon Nabers,WR,DEN,14,0,0,0,0.635,0,0.421,0,1.903,29.031,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Braelon Nabers,WR,DEN,14,0,0,0,0.677,0,0.31,0,1.965,22.609,0.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Braelon Nabers,WR,DEN,14,0,0,0,0.71,0,0.486,0,1.485,28.387,0.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Braelon Nabers,WR,DEN,14,0,0,0,0.947,0,0.428,0,1.503,19.93,0.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Tank Walker,WR,LAR,12,0,0,0,0.65,0,0.412,0,1.515,15.175,0.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Tank Walker,WR,LAR,12,0,0,0,0.715,0,0.512,0,1.428,16.651,0.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Tank Walker,WR,LAR,12,0,0,0,0.776,0,0.417,0,1.71,22.548,0.137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Tank Walker,WR,LAR,12,0,0,0,0.638,0,0.467,0,1.872,22.139,0.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Tank Walker,WR,LAR,12,0,0,0,0.67,0,0.325,0,1.282,20.155,0.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Tank Walker,WR,LAR,12,0,0,0,0.624,0,0.465,0,1.911,20.669,0.161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Dylan Rice,WR,TB,14,0,0,0,0.611,0,0.392,0,1.153,20.472,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Dylan Rice,WR,TB,14,0,0,0,0.448,0,0.456,0,1.444,21.6,0.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Dylan Rice,WR,TB,14,0,0,0,0.634,0,0.478,0,1.144,21.278,0.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Dylan Rice,WR,TB,14,0,0,0,0.628,0,0.388,0,1.377,16.322,0.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Dylan Rice,WR,TB,14,0,0,0,0.562,0,0.375,0,1.467,17.518,0.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Dylan Rice,WR,TB,14,0,0,0,0.557,0,0.383,0,1.203,22.478,0.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Devon Hall,WR,PHI,10,0,0,0,0.481,0,0.438,0,1.589,19.965,0.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Devon Hall,WR,PHI,10,0,0,0,0.537,0,0.394,0,1.365,17.031,0.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Devon Hall,WR,PHI,10,0,0,0,0.536,0,0.403,0,1.207,16.048,0.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Devon Hall,WR,PHI,10,0,0,0,0.517,0,0.389,0,1.187,18.374,0.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Devon Hall,WR,PHI,10,0,0,0,0.479,0,0.335,0,1.442,18.747,0.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Devon Hall,WR,PHI,10,0,0,0,0.465,0,0.448,0,1.296,22.945,0.137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Ainias Bigsby,WR,NE,6,0,0,0,0.458,0,0.397,0,0.986,10.636,0.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Ainias Bigsby,WR,NE,6,0,0,0,0.436,0,0.363,0,1.351,17.963,0.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Ainias Bigsby,WR,NE,6,0,0,0,0.637,0,0.383,0,1.081,16.496,0.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Ainias Bigsby,WR,NE,6,0,0,0,0.378,0,0.456,0,1.16,17.5,0.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Ainias Bigsby,WR,NE,6,0,0,0,0.538,0,0.383,0,0.953,19.258,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Ainias Bigsby,WR,NE,6,0,0,0,0.403,0,0.368,0,1.25,13.745,0.106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Tyreek Guerendo,WR,NE,6,0,0,0,0.46,0,0.419,0,1.259,16.768,0.109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Tyreek Guerendo,WR,NE,6,0,0,0,0.391,0,0.387,0,1.096,20.767,0.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Tyreek Guerendo,WR,NE,6,0,0,0,0.356,0,0.431,0,1.03,15.767,0.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Tyreek Guerendo,WR,NE,6,0,0,0,0.419,0,0.318,0,0.839,12.14,0.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Tyreek Guerendo,WR,NE,6,0,0,0,0.493,0,0.417,0,1.331,14.329,0.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Tyreek Guerendo,WR,NE,6,0,0,0,0.437,0,0.456,0,0.938,13.454,0.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Troy Daniels,WR,IND,8,0,0,0,0.307,0,0.371,0,0.668,14.521,0.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Troy Daniels,WR,IND,8,0,0,0,0.306,0,0.342,0,0.866,12.592,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Troy Daniels,WR,IND,8,0,0,0,0.403,0,0.581,0,0.916,12.134,0.107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Troy Daniels,WR,IND,8,0,0,0,0.395,0,0.398,0,0.78,12.351,0.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Troy Daniels,WR,IND,8,0,0,0,0.334,0,0.366,0,1.184,12.058,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Troy Daniels,WR,IND,8,0,0,0,0.423,0,0.457,0,0.884,10.189,0.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Deven Worthy,WR,BUF,8,0,0,0,0.377,0,0.473,0,0.977,12.112,0.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Deven Worthy,WR,BUF,8,0,0,0,0.309,0,0.391,0,0.906,9.039,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Deven Worthy,WR,BUF,8,0,0,0,0.435,0,0.378,0,0.858,14.523,0.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Deven Worthy,WR,BUF,8,0,0,0,0.349,0,0.339,0,0.898,12.306,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Deven Worthy,WR,BUF,8,0,0,0,0.44,0,0.29,0,0.633,9.804,0.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Deven Worthy,WR,BUF,8,0,0,0,0.367,0,0.361,0,0.834,9.274,0.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Rashee Hall,WR,ARI,5,0,0,0,0.385,0,0.512,0,0.658,12.282,0.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Rashee Hall,WR,ARI,5,0,0,0,0.314,0,0.449,0,0.767,12.812,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Rashee Hall,WR,ARI,5,0,0,0,0.327,0,0.423,0,0.754,9.906,0.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Rashee Hall,WR,ARI,5,0,0,0,0.284,0,0.414,0,0.759,12.031,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Rashee Hall,WR,ARI,5,0,0,0,0.418,0,0.415,0,0.679,14.031,0.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Rashee Hall,WR,ARI,5,0,0,0,0.294,0,0.493,0,0.519,9.441,0.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Garrett Daniels,WR,LAC,11,0,0,0,0.33,0,0.409,0,0.622,9.763,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Garrett Daniels,WR,LAC,11,0,0,0,0.315,0,0.451,0,0.706,12.092,0.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Garrett Daniels,WR,LAC,11,0,0,0,0.242,0,0.417,0,0.872,9.635,0.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Garrett Daniels,WR,LAC,11,0,0,0,0.28,0,0.432,0,0.763,11.441,0.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Garrett Daniels,WR,LAC,11,0,0,0,0.306,0,0.388,0,0.588,8.678,0.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Garrett Daniels,WR,LAC,11,0,0,0,0.343,0,0.504,0,0.796,9.072,0.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Emeka Benson,WR,PIT,11,0,0,0,0.276,0,0.385,0,0.572,8.218,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Emeka Benson,WR,PIT,11,0,0,0,0.287,0,0.474,0,0.587,7.837,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Emeka Benson,WR,PIT,11,0,0,0,0.23,0,0.448,0,0.54,7.232,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Emeka Benson,WR,PIT,11,0,0,0,0.275,0,0.467,0,0.711,8.327,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Emeka Benson,WR,PIT,11,0,0,0,0.27,0,0.369,0,0.68,8.898,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Emeka Benson,WR,PIT,11,0,0,0,0.278,0,0.343,0,0.603,8.28,0.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Marcus Hill,WR,NE,6,0,0,0,0.25,0,0.418,0,0.778,8.132,0.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Marcus Hill,WR,NE,6,0,0,0,0.246,0,0.421,0,0.435,10.081,0.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Marcus Hill,WR,NE,6,0,0,0,0.264,0,0.332,0,0.723,7.265,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Marcus Hill,WR,NE,6,0,0,0,0.267,0,0.411,0,0.788,8.587,0.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Marcus Hill,WR,NE,6,0,0,0,0.251,0,0.436,0,0.684,7.559,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Marcus Hill,WR,NE,6,0,0,0,0.238,0,0.417,0,0.652,6.505,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Dylan Nabers,WR,JAX,9,0,0,0,0.201,0,0.427,0,0.522,6.348,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Dylan Nabers,WR,JAX,9,0,0,0,0.233,0,0.263,0,0.551,6.807,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Dylan Nabers,WR,JAX,9,0,0,0,0.206,0,0.47,0,0.608,8.873,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Dylan Nabers,WR,JAX,9,0,0,0,0.173,0,0.363,0,0.554,7.748,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Dylan Nabers,WR,JAX,9,0,0,0,0.204,0,0.413,0,0.496,6.194,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Dylan Nabers,WR,JAX,9,0,0,0,0.269,0,0.361,0,0.596,8.637,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Puka Jefferson,WR,LAR,12,0,0,0,0.161,0,0.37,0,0.583,5.734,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Puka Jefferson,WR,LAR,12,0,0,0,0.143,0,0.59,0,0.373,6.201,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Puka Jefferson,WR,LAR,12,0,0,0,0.23,0,0.312,0,0.465,8.773,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Puka Jefferson,WR,LAR,12,0,0,0,0.208,0,0.396,0,0.517,5.48,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Puka Jefferson,WR,LAR,12,0,0,0,0.151,0,0.462,0,0.443,5.563,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Puka Jefferson,WR,LAR,12,0,0,0,0.204,0,0.445,0,0.546,7.061,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Rashee Pollard,WR,IND,8,0,0,0,0.182,0,0.494,0,0.512,5.376,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Rashee Pollard,WR,IND,8,0,0,0,0.19,0,0.362,0,0.535,5.334,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Rashee Pollard,WR,IND,8,0,0,0,0.163,0,0.347,0,0.472,4.413,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Rashee Pollard,WR,IND,8,0,0,0,0.169,0,0.391,0,0.319,6.651,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Rashee Pollard,WR,IND,8,0,0,0,0.188,0,0.309,0,0.397,6.654,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Rashee Pollard,WR,IND,8,0,0,0,0.178,0,0.405,0,0.433,5.844,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Amari Hall,WR,NYG,8,0,0,0,0.14,0,0.375,0,0.401,4.781,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Amari Hall,WR,NYG,8,0,0,0,0.162,0,0.387,0,0.464,7.287,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Amari Hall,WR,NYG,8,0,0,0,0.163,0,0.458,0,0.35,6.04,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Amari Hall,WR,NYG,8,0,0,0,0.172,0,0.314,0,0.313,5.865,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Amari Hall,WR,NYG,8,0,0,0,0.106,0,0.409,0,0.41,4.9,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Amari Hall,WR,NYG,8,0,0,0,0.164,0,0.27,0,0.31,4.674,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Marvin Robinson,WR,HOU,7,0,0,0,0.136,0,0.412,0,0.424,5.448,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Marvin Robinson,WR,HOU,7,0,0,0,0.141,0,0.386,0,0.438,4.375,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Marvin Robinson,WR,HOU,7,0,0,0,0.172,0,0.34,0,0.411,5.129,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Marvin Robinson,WR,HOU,7,0,0,0,0.143,0,0.369,0,0.329,4.571,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Marvin Robinson,WR,HOU,7,0,0,0,0.175,0,0.349,0,0.361,5.059,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Marvin Robinson,WR,HOU,7,0,0,0,0.141,0,0.436,0,0.336,6.406,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Chase Daniels,WR,CIN,11,0,0,0,0.149,0,0.413,0,0.333,4.56,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Chase Daniels,WR,CIN,11,0,0,0,0.119,0,0.422,0,0.323,3.427,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Chase Daniels,WR,CIN,11,0,0,0,0.142,0,0.529,0,0.347,4.935,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Chase Daniels,WR,CIN,11,0,0,0,0.14,0,0.377,0,0.374,4.438,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Chase Daniels,WR,CIN,11,0,0,0,0.153,0,0.469,0,0.297,4.451,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Chase Daniels,WR,CIN,11,0,0,0,0.169,0,0.397,0,0.341,4.952,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Tucker Legette,WR,JAX,9,0,0,0,0.129,0,0.367,0,0.307,4.506,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Tucker Legette,WR,JAX,9,0,0,0,0.126,0,0.402,0,0.301,4.135,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Tucker Legette,WR,JAX,9,0,0,0,0.116,0,0.387,0,0.35,5.063,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Tucker Legette,WR,JAX,9,0,0,0,0.153,0,0.465,0,0.303,3.988,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Tucker Legette,WR,JAX,9,0,0,0,0.13,0,0.432,0,0.305,4.443,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Tucker Legette,WR,JAX,9,0,0,0,0.164,0,0.372,0,0.36,4.599,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Grant Wright,WR,DET,5,0,0,0,0.105,0,0.413,0,0.272,4.304,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
